"jahr";"kt";"Partei";"Wert"
1971;"AR";"9";0
1975;"AR";"9";0
1979;"AR";"9";0
1983;"AR";"9";0
1987;"AR";"9";0
1991;"AR";"9";0
1995;"AR";"9";0
1999;"AR";"9";0
2003;"AR";"9";0
2007;"AR";"9";0
2011;"AR";"9";0
1971;"BE";"9";0
1975;"BE";"9";1,025325
1979;"BE";"9";2,719212
1983;"BE";"9";3,820599
1987;"BE";"9";2,596907
1991;"BE";"9";2,181743
1995;"BE";"9";2,463172
1999;"BE";"9";0
2003;"BE";"9";0
2007;"BE";"9";0
2011;"BE";"9";0,33621
1971;"BL";"9";0
1975;"BL";"9";4,839315
1979;"BL";"9";7,813166
1983;"BL";"9";10,025975
1987;"BL";"9";9,0744
1991;"BL";"9";0,118547
1995;"BL";"9";0
1999;"BL";"9";0
2003;"BL";"9";0
2007;"BL";"9";0
2011;"BL";"9";0
1971;"BS";"9";7,898159
1975;"BS";"9";8,848957
1979;"BS";"9";14,967674
1983;"BS";"9";15,216104
1987;"BS";"9";14,563257
1991;"BS";"9";9,191408
1995;"BS";"9";7,986543
1999;"BS";"9";0
2003;"BS";"9";0
2007;"BS";"9";0
2011;"BS";"9";0
1971;"FR";"9";0
1975;"FR";"9";0
1979;"FR";"9";0
1983;"FR";"9";0
1987;"FR";"9";1,704841
1991;"FR";"9";0
1995;"FR";"9";0,910335
1999;"FR";"9";0
2003;"FR";"9";0
2007;"FR";"9";0
2011;"FR";"9";0
1971;"GE";"9";20,840921
1975;"GE";"9";18,434049
1979;"GE";"9";19,849852
1983;"GE";"9";9,492832
1987;"GE";"9";8,70816
1991;"GE";"9";7,784691
1995;"GE";"9";13,374603
1999;"GE";"9";16,832844
2003;"GE";"9";8,110367
2007;"GE";"9";6,795679
2011;"GE";"9";6,469325
1971;"GL";"9";0
1975;"GL";"9";0
1979;"GL";"9";0
1983;"GL";"9";0
1987;"GL";"9";0
1991;"GL";"9";0
1995;"GL";"9";0
1999;"GL";"9";0
2003;"GL";"9";0
2007;"GL";"9";0
2011;"GL";"9";0
1971;"GR";"9";0
1975;"GR";"9";0
1979;"GR";"9";0
1983;"GR";"9";0
1987;"GR";"9";6,051275
1991;"GR";"9";4,267297
1995;"GR";"9";1,854391
1999;"GR";"9";0
2003;"GR";"9";0
2007;"GR";"9";0
2011;"GR";"9";0
1971;"JU";"9";0,076202
1975;"JU";"9";2,075486
1979;"JU";"9";0
1983;"JU";"9";0,015478
1987;"JU";"9";0,008955
1991;"JU";"9";0
1995;"JU";"9";0,005043
1999;"JU";"9";0
2003;"JU";"9";0
2007;"JU";"9";0
2011;"JU";"9";0
1971;"LU";"9";0
1975;"LU";"9";1,757911
1979;"LU";"9";5,137787
1983;"LU";"9";8,419494
1987;"LU";"9";8,715316
1991;"LU";"9";0
1995;"LU";"9";0,799651
1999;"LU";"9";0
2003;"LU";"9";0
2007;"LU";"9";0
2011;"LU";"9";0
1971;"NE";"9";13,693534
1975;"NE";"9";9,830905
1979;"NE";"9";7,705058
1983;"NE";"9";4,218315
1987;"NE";"9";3,753403
1991;"NE";"9";5,198769
1995;"NE";"9";7,118941
1999;"NE";"9";9,527507
2003;"NE";"9";5,203477
2007;"NE";"9";9,186815
2011;"NE";"9";10,429608
1971;"NW";"9";0
1975;"NW";"9";0
1979;"NW";"9";0
1983;"NW";"9";0
1987;"NW";"9";0
1991;"NW";"9";0
1995;"NW";"9";0
1999;"NW";"9";0
2003;"NW";"9";0
2007;"NW";"9";0
2011;"NW";"9";0
1971;"OW";"9";0
1975;"OW";"9";0
1979;"OW";"9";0
1983;"OW";"9";0
1987;"OW";"9";0
1991;"OW";"9";0
1995;"OW";"9";0
1999;"OW";"9";0
2003;"OW";"9";0
2007;"OW";"9";0
2011;"OW";"9";0
1971;"SG";"9";0,426634
1975;"SG";"9";0,904519
1979;"SG";"9";0
1983;"SG";"9";3,263823
1987;"SG";"9";5,331952
1991;"SG";"9";0
1995;"SG";"9";0
1999;"SG";"9";0
2003;"SG";"9";0
2007;"SG";"9";0
2011;"SG";"9";0
1971;"SH";"9";0
1975;"SH";"9";6,127129
1979;"SH";"9";4,112793
1983;"SH";"9";2,690569
1987;"SH";"9";0
1991;"SH";"9";3,927774
1995;"SH";"9";0
1999;"SH";"9";0
2003;"SH";"9";0
2007;"SH";"9";0
2011;"SH";"9";0
1971;"SO";"9";0
1975;"SO";"9";3,398457
1979;"SO";"9";5,022955
1983;"SO";"9";3,453529
1987;"SO";"9";0,326025
1991;"SO";"9";0
1995;"SO";"9";0
1999;"SO";"9";0
2003;"SO";"9";0
2007;"SO";"9";0
2011;"SO";"9";0
1971;"SZ";"9";0
1975;"SZ";"9";0
1979;"SZ";"9";0
1983;"SZ";"9";0
1987;"SZ";"9";0
1991;"SZ";"9";0
1995;"SZ";"9";0
1999;"SZ";"9";0
2003;"SZ";"9";0
2007;"SZ";"9";0
2011;"SZ";"9";0
1971;"TG";"9";0
1975;"TG";"9";0
1979;"TG";"9";0
1983;"TG";"9";0
1987;"TG";"9";0,220329
1991;"TG";"9";0
1995;"TG";"9";0
1999;"TG";"9";0
2003;"TG";"9";0
2007;"TG";"9";0
2011;"TG";"9";0
1971;"TI";"9";9,48793
1975;"TI";"9";11,17749
1979;"TI";"9";12,109044
1983;"TI";"9";10,565725
1987;"TI";"9";13,0639
1991;"TI";"9";10,691834
1995;"TI";"9";1,342442
1999;"TI";"9";1,338774
2003;"TI";"9";0
2007;"TI";"9";1,273865
2011;"TI";"9";1,213527
1971;"UR";"9";0
1975;"UR";"9";0
1979;"UR";"9";0
1983;"UR";"9";0
1987;"UR";"9";0
1991;"UR";"9";0
1995;"UR";"9";0
1999;"UR";"9";0
2003;"UR";"9";0
2007;"UR";"9";0
2011;"UR";"9";0
1971;"VD";"9";12,241123
1975;"VD";"9";10,673649
1979;"VD";"9";9,317672
1983;"VD";"9";7,915328
1987;"VD";"9";7,15976
1991;"VD";"9";7,79261
1995;"VD";"9";14,08702
1999;"VD";"9";9,856211
2003;"VD";"9";9,378996
2007;"VD";"9";6,843186
2011;"VD";"9";3,902017
1971;"VS";"9";0
1975;"VS";"9";0
1979;"VS";"9";0
1983;"VS";"9";0
1987;"VS";"9";0
1991;"VS";"9";0
1995;"VS";"9";0,84853
1999;"VS";"9";0
2003;"VS";"9";0
2007;"VS";"9";0
2011;"VS";"9";0
1971;"ZG";"9";0
1975;"ZG";"9";0
1979;"ZG";"9";0
1983;"ZG";"9";0
1987;"ZG";"9";7,832197
1991;"ZG";"9";10,135881
1995;"ZG";"9";10,394494
1999;"ZG";"9";0
2003;"ZG";"9";13,597988
2007;"ZG";"9";0
2011;"ZG";"9";0
1971;"ZH";"9";1,595112
1975;"ZH";"9";2,619907
1979;"ZH";"9";3,486852
1983;"ZH";"9";4,763707
1987;"ZH";"9";4,100448
1991;"ZH";"9";2,432687
1995;"ZH";"9";2,721299
1999;"ZH";"9";1,788632
2003;"ZH";"9";1,435582
2007;"ZH";"9";1,336839
2011;"ZH";"9";0,235797
1971;"AG";"16";9,232515
1975;"AG";"16";9,982334
1979;"AG";"16";3,727599
1983;"AG";"16";3,996259
1987;"AG";"16";10,858392
1991;"AG";"16";19,062804
1995;"AG";"16";17,060519
1999;"AG";"16";5,583659
2003;"AG";"16";1,665352
2007;"AG";"16";1,815852
2011;"AG";"16";1,544733
1971;"AI";"16";0
1975;"AI";"16";0
1979;"AI";"16";0
1983;"AI";"16";0
1987;"AI";"16";0
1991;"AI";"16";0
1995;"AI";"16";0
1999;"AI";"16";0
2003;"AI";"16";0
2007;"AI";"16";0
2011;"AI";"16";0
1971;"AR";"16";0
1975;"AR";"16";0
1979;"AR";"16";0
1983;"AR";"16";0
1987;"AR";"16";0
1991;"AR";"16";15,790968
1995;"AR";"16";8,90973
1999;"AR";"16";0
2003;"AR";"16";0
2007;"AR";"16";0
2011;"AR";"16";0
1971;"BE";"16";6,201895
1975;"BE";"16";7,454913
1979;"BE";"16";4,989803
1983;"BE";"16";7,846359
1987;"BE";"16";9,107216
1991;"BE";"16";16,384716
1995;"BE";"16";15,481796
1999;"BE";"16";10,410237
2003;"BE";"16";7,82066
2007;"BE";"16";5,697493
2011;"BE";"16";3,663063
1971;"BL";"16";9,718233
1975;"BL";"16";5,54583
1979;"BL";"16";0,047511
1983;"BL";"16";3,87158
1987;"BL";"16";8,545755
1991;"BL";"16";13,065427
1995;"BL";"16";12,824602
1999;"BL";"16";10,401585
2003;"BL";"16";2,88736
2007;"BL";"16";1,269313
2011;"BL";"16";0,673769
1971;"BS";"16";12,91073
1975;"BS";"16";8,168641
1979;"BS";"16";3,93524
1983;"BS";"16";5,299794
1987;"BS";"16";4,488534
1991;"BS";"16";4,152827
1995;"BS";"16";9,387721
1999;"BS";"16";3,832973
2003;"BS";"16";1,843383
2007;"BS";"16";1,186102
2011;"BS";"16";0,510423
1971;"FR";"16";0
1975;"FR";"16";0
1979;"FR";"16";0
1983;"FR";"16";0
1987;"FR";"16";0
1991;"FR";"16";1,426749
1995;"FR";"16";0,876112
1999;"FR";"16";0,323451
2003;"FR";"16";0,710258
2007;"FR";"16";0,866123
2011;"FR";"16";0,702299
1971;"GE";"16";6,847714
1975;"GE";"16";8,498419
1979;"GE";"16";7,147475
1983;"GE";"16";14,318757
1987;"GE";"16";7,999182
1991;"GE";"16";5,06203
1995;"GE";"16";2,384697
1999;"GE";"16";0
2003;"GE";"16";0
2007;"GE";"16";0
2011;"GE";"16";0
1971;"GL";"16";0
1975;"GL";"16";0
1979;"GL";"16";0
1983;"GL";"16";0
1987;"GL";"16";0
1991;"GL";"16";0
1995;"GL";"16";0
1999;"GL";"16";0
2003;"GL";"16";0
2007;"GL";"16";0
2011;"GL";"16";0
1971;"GR";"16";0
1975;"GR";"16";3,497863
1979;"GR";"16";0
1983;"GR";"16";0
1987;"GR";"16";0
1991;"GR";"16";0
1995;"GR";"16";0
1999;"GR";"16";0
2003;"GR";"16";1,848757
2007;"GR";"16";1,539123
2011;"GR";"16";0,497646
1971;"JU";"16";0,822983
1975;"JU";"16";0,428392
1979;"JU";"16";0
1983;"JU";"16";0
1987;"JU";"16";0
1991;"JU";"16";0
1995;"JU";"16";0
1999;"JU";"16";0
2003;"JU";"16";1,847792
2007;"JU";"16";0
2011;"JU";"16";0
1971;"LU";"16";0
1975;"LU";"16";0
1979;"LU";"16";0
1983;"LU";"16";1,292627
1987;"LU";"16";4,862814
1991;"LU";"16";2,817466
1995;"LU";"16";2,196992
1999;"LU";"16";1,158301
2003;"LU";"16";0,351279
2007;"LU";"16";0
2011;"LU";"16";0,208847
1971;"NE";"16";10,084145
1975;"NE";"16";0
1979;"NE";"16";0
1983;"NE";"16";0
1987;"NE";"16";3,415184
1991;"NE";"16";6,351127
1995;"NE";"16";4,797071
1999;"NE";"16";2,266126
2003;"NE";"16";0
2007;"NE";"16";0
2011;"NE";"16";0
1971;"NW";"16";0
1975;"NW";"16";0
1979;"NW";"16";0
1983;"NW";"16";0
1987;"NW";"16";0
1991;"NW";"16";0
1995;"NW";"16";0
1999;"NW";"16";8,014399
2003;"NW";"16";10,234542
2007;"NW";"16";0
2011;"NW";"16";0
1971;"OW";"16";0
1975;"OW";"16";0
1979;"OW";"16";0
1983;"OW";"16";0
1987;"OW";"16";0
1991;"OW";"16";0
1995;"OW";"16";3,755002
1999;"OW";"16";0
2003;"OW";"16";0
2007;"OW";"16";0
2011;"OW";"16";0
1971;"SG";"16";6,993856
1975;"SG";"16";7,522911
1979;"SG";"16";0
1983;"SG";"16";0
1987;"SG";"16";7,217368
1991;"SG";"16";15,611994
1995;"SG";"16";13,280844
1999;"SG";"16";3,362444
2003;"SG";"16";1,873648
2007;"SG";"16";1,652845
2011;"SG";"16";1,209797
1971;"SH";"16";6,452132
1975;"SH";"16";0
1979;"SH";"16";0
1983;"SH";"16";0
1987;"SH";"16";3,026964
1991;"SH";"16";14,206379
1995;"SH";"16";8,585034
1999;"SH";"16";0
2003;"SH";"16";0
2007;"SH";"16";0
2011;"SH";"16";3,794931
1971;"SO";"16";4,572437
1975;"SO";"16";0
1979;"SO";"16";0
1983;"SO";"16";0
1987;"SO";"16";4,927345
1991;"SO";"16";9,106241
1995;"SO";"16";13,354716
1999;"SO";"16";1,283665
2003;"SO";"16";0
2007;"SO";"16";0,378707
2011;"SO";"16";0,48364
1971;"SZ";"16";0
1975;"SZ";"16";0
1979;"SZ";"16";0
1983;"SZ";"16";0
1987;"SZ";"16";4,913607
1991;"SZ";"16";0
1995;"SZ";"16";5,923114
1999;"SZ";"16";0
2003;"SZ";"16";0
2007;"SZ";"16";0
2011;"SZ";"16";0
1971;"TG";"16";13,048472
1975;"TG";"16";10,050463
1979;"TG";"16";3,945874
1983;"TG";"16";2,729768
1987;"TG";"16";6,356829
1991;"TG";"16";12,219033
1995;"TG";"16";12,726997
1999;"TG";"16";7,046433
2003;"TG";"16";5,210204
2007;"TG";"16";4,541166
2011;"TG";"16";3,462469
1971;"TI";"16";1,751578
1975;"TI";"16";0
1979;"TI";"16";0
1983;"TI";"16";0
1987;"TI";"16";0
1991;"TI";"16";0
1995;"TI";"16";0
1999;"TI";"16";0
2003;"TI";"16";0
2007;"TI";"16";0
2011;"TI";"16";0
1971;"UR";"16";0
1975;"UR";"16";0
1979;"UR";"16";0
1983;"UR";"16";0
1987;"UR";"16";1,706984
1991;"UR";"16";0
1995;"UR";"16";0
1999;"UR";"16";0
2003;"UR";"16";0
2007;"UR";"16";0
2011;"UR";"16";0
1971;"VD";"16";7,157226
1975;"VD";"16";5,714152
1979;"VD";"16";0
1983;"VD";"16";2,567645
1987;"VD";"16";3,869742
1991;"VD";"16";5,336598
1995;"VD";"16";4,515537
1999;"VD";"16";3,609896
2003;"VD";"16";2,07196
2007;"VD";"16";1,450311
2011;"VD";"16";1,149908
1971;"VS";"16";0
1975;"VS";"16";0
1979;"VS";"16";0
1983;"VS";"16";0
1987;"VS";"16";0
1991;"VS";"16";0
1995;"VS";"16";0
1999;"VS";"16";0
2003;"VS";"16";0
2007;"VS";"16";0
2011;"VS";"16";0
1971;"ZG";"16";0
1975;"ZG";"16";0
1979;"ZG";"16";0
1983;"ZG";"16";0
1987;"ZG";"16";0
1991;"ZG";"16";0
1995;"ZG";"16";0
1999;"ZG";"16";0
2003;"ZG";"16";0
2007;"ZG";"16";0
2011;"ZG";"16";0
1971;"ZH";"16";15,374527
1975;"ZH";"16";11,095657
1979;"ZH";"16";3,761777
1983;"ZH";"16";6,433882
1987;"ZH";"16";10,962154
1991;"ZH";"16";12,902232
1995;"ZH";"16";8,696587
1999;"ZH";"16";4,130191
2003;"ZH";"16";3,016759
2007;"ZH";"16";2,737903
2011;"ZH";"16";2,449896
1971;"AG";"8";14,674261
1975;"AG";"8";9,51336
1979;"AG";"8";6,65672
1983;"AG";"8";7,702618
1987;"AG";"8";5,637588
1991;"AG";"8";4,71315
1995;"AG";"8";4,354108
1999;"AG";"8";2,147825
2003;"AG";"8";0,410208
2007;"AG";"8";4,65872
2011;"AG";"8";1,24952
1971;"AI";"8";3,859497
1975;"AI";"8";1,68664
1979;"AI";"8";2,790943
1983;"AI";"8";4,386397
1987;"AI";"8";8,337905
1991;"AI";"8";1,039956
1995;"AI";"8";14,593909
1999;"AI";"8";0,669456
2003;"AI";"8";30,838323
2007;"AI";"8";15,558838
2011;"AI";"8";3,556434
1971;"AR";"8";0
1975;"AR";"8";0
1979;"AR";"8";0
1983;"AR";"8";25,876343
1987;"AR";"8";0
1991;"AR";"8";36,65862
1995;"AR";"8";1,225088
1999;"AR";"8";0
2003;"AR";"8";0,751147
2007;"AR";"8";28,022944
2011;"AR";"8";1,022166
1971;"BE";"8";6,942088
1975;"BE";"8";6,800645
1979;"BE";"8";6,503982
1983;"BE";"8";10,546513
1987;"BE";"8";7,234364
1991;"BE";"8";5,824873
1995;"BE";"8";3,886052
1999;"BE";"8";2,408687
2003;"BE";"8";3,027026
2007;"BE";"8";1,333139
2011;"BE";"8";3,19623
1971;"BL";"8";13,265046
1975;"BL";"8";10,738402
1979;"BL";"8";7,511714
1983;"BL";"8";4,652218
1987;"BL";"8";2,698376
1991;"BL";"8";0,157174
1995;"BL";"8";8,432596
1999;"BL";"8";2,546035
2003;"BL";"8";0,793833
2007;"BL";"8";0
2011;"BL";"8";0
1971;"BS";"8";13,089905
1975;"BS";"8";10,629737
1979;"BS";"8";8,478966
1983;"BS";"8";12,025347
1987;"BS";"8";15,928884
1991;"BS";"8";12,226821
1995;"BS";"8";0,667788
1999;"BS";"8";5,463564
2003;"BS";"8";1,567935
2007;"BS";"8";1,652681
2011;"BS";"8";4,174661
1971;"FR";"8";5,329912
1975;"FR";"8";0,979045
1979;"FR";"8";0
1983;"FR";"8";9,23154
1987;"FR";"8";8,732276
1991;"FR";"8";17,269019
1995;"FR";"8";18,382957
1999;"FR";"8";19,482794
2003;"FR";"8";13,525016
2007;"FR";"8";8,65148
2011;"FR";"8";6,999815
1971;"GE";"8";6,209086
1975;"GE";"8";3,523667
1979;"GE";"8";1,500015
1983;"GE";"8";1,738345
1987;"GE";"8";2,477333
1991;"GE";"8";3,429199
1995;"GE";"8";4,160352
1999;"GE";"8";2,320963
2003;"GE";"8";1,64861
2007;"GE";"8";3,308229
2011;"GE";"8";12,150482
1971;"GL";"8";0,441023
1975;"GL";"8";35,284923
1979;"GL";"8";18,203915
1983;"GL";"8";7,68527
1987;"GL";"8";14,384422
1991;"GL";"8";3,516161
1995;"GL";"8";16,097743
1999;"GL";"8";14,325889
2003;"GL";"8";32,881296
2007;"GL";"8";9,356801
2011;"GL";"8";13,728834
1971;"GR";"8";0
1975;"GR";"8";0,279915
1979;"GR";"8";0
1983;"GR";"8";0
1987;"GR";"8";7,684412
1991;"GR";"8";11,366948
1995;"GR";"8";2,704039
1999;"GR";"8";5,743365
2003;"GR";"8";0
2007;"GR";"8";0,564782
2011;"GR";"8";0
1971;"JU";"8";10,512078
1975;"JU";"8";15,990841
1979;"JU";"8";31,490485
1983;"JU";"8";26,397864
1987;"JU";"8";8,20685
1991;"JU";"8";0,095877
1995;"JU";"8";0,1059
1999;"JU";"8";0
2003;"JU";"8";0
2007;"JU";"8";11,102866
2011;"JU";"8";0
1971;"LU";"8";8,732272
1975;"LU";"8";5,616182
1979;"LU";"8";0,19154
1983;"LU";"8";0,321415
1987;"LU";"8";0,594516
1991;"LU";"8";0,39521
1995;"LU";"8";0,352974
1999;"LU";"8";1,613916
2003;"LU";"8";2,509864
2007;"LU";"8";1,000776
2011;"LU";"8";0,448635
1971;"NE";"8";5,376439
1975;"NE";"8";6,817773
1979;"NE";"8";7,878123
1983;"NE";"8";4,922168
1987;"NE";"8";4,501334
1991;"NE";"8";1,078692
1995;"NE";"8";3,207435
1999;"NE";"8";1,009404
2003;"NE";"8";0
2007;"NE";"8";1,839616
2011;"NE";"8";0
1971;"NW";"8";2,76937
1975;"NW";"8";2,402682
1979;"NW";"8";0,894021
1983;"NW";"8";2,845149
1987;"NW";"8";3,130308
1991;"NW";"8";2,312023
1995;"NW";"8";19,792091
1999;"NW";"8";1,553619
2003;"NW";"8";1,245651
2007;"NW";"8";0
2011;"NW";"8";0
1971;"OW";"8";0,500989
1975;"OW";"8";2,946526
1979;"OW";"8";4,275642
1983;"OW";"8";8,981876
1987;"OW";"8";17,830803
1991;"OW";"8";4,712845
1995;"OW";"8";2,092952
1999;"OW";"8";0
2003;"OW";"8";0,020743
2007;"OW";"8";22,980552
2011;"OW";"8";56,897985
1971;"SG";"8";7,354794
1975;"SG";"8";8,031756
1979;"SG";"8";8,241934
1983;"SG";"8";10,223334
1987;"SG";"8";10,288262
1991;"SG";"8";9,276284
1995;"SG";"8";7,480603
1999;"SG";"8";3,65028
2003;"SG";"8";1,26125
2007;"SG";"8";1,213582
2011;"SG";"8";0
1971;"SH";"8";12,195593
1975;"SH";"8";16,634632
1979;"SH";"8";0,932363
1983;"SH";"8";6,828457
1987;"SH";"8";0
1991;"SH";"8";0
1995;"SH";"8";1,391988
1999;"SH";"8";0
2003;"SH";"8";0
2007;"SH";"8";0
2011;"SH";"8";4,287559
1971;"SO";"8";7,16657
1975;"SO";"8";0,586228
1979;"SO";"8";0
1983;"SO";"8";4,838428
1987;"SO";"8";11,051234
1991;"SO";"8";7,636206
1995;"SO";"8";2,900894
1999;"SO";"8";1,254042
2003;"SO";"8";0
2007;"SO";"8";0
2011;"SO";"8";2,314888
1971;"SZ";"8";12,131086
1975;"SZ";"8";0
1979;"SZ";"8";0
1983;"SZ";"8";0
1987;"SZ";"8";12,015839
1991;"SZ";"8";12,749549
1995;"SZ";"8";1,34901
1999;"SZ";"8";1,398019
2003;"SZ";"8";0
2007;"SZ";"8";0
2011;"SZ";"8";1,944444
1971;"TG";"8";0
1975;"TG";"8";6,604188
1979;"TG";"8";5,682842
1983;"TG";"8";3,909109
1987;"TG";"8";8,585937
1991;"TG";"8";3,729562
1995;"TG";"8";1,942205
1999;"TG";"8";4,294953
2003;"TG";"8";0,702027
2007;"TG";"8";1,090623
2011;"TG";"8";0
1971;"TI";"8";0
1975;"TI";"8";0,23714
1979;"TI";"8";0
1983;"TI";"8";1,763436
1987;"TI";"8";1,428312
1991;"TI";"8";0,769998
1995;"TI";"8";0,946447
1999;"TI";"8";0,857886
2003;"TI";"8";1,290054
2007;"TI";"8";0,780386
2011;"TI";"8";3,388953
1971;"UR";"8";4,84029
1975;"UR";"8";5,364431
1979;"UR";"8";37,990389
1983;"UR";"8";15,316746
1987;"UR";"8";12,797503
1991;"UR";"8";6,848454
1995;"UR";"8";13,97972
1999;"UR";"8";18,335358
2003;"UR";"8";1,478743
2007;"UR";"8";12,740941
2011;"UR";"8";4,087058
1971;"VD";"8";4,111975
1975;"VD";"8";3,118513
1979;"VD";"8";3,685716
1983;"VD";"8";2,609492
1987;"VD";"8";2,739771
1991;"VD";"8";2,745776
1995;"VD";"8";3,065784
1999;"VD";"8";4,161829
2003;"VD";"8";0,484885
2007;"VD";"8";3,698143
2011;"VD";"8";1,575417
1971;"VS";"8";3,79581
1975;"VS";"8";3,973021
1979;"VS";"8";6,168638
1983;"VS";"8";3,22688
1987;"VS";"8";0,567722
1991;"VS";"8";0
1995;"VS";"8";0
1999;"VS";"8";0
2003;"VS";"8";0
2007;"VS";"8";2,904663
2011;"VS";"8";1,354335
1971;"ZG";"8";0
1975;"ZG";"8";1,830557
1979;"ZG";"8";2,231105
1983;"ZG";"8";3,794661
1987;"ZG";"8";1,297789
1991;"ZG";"8";6,745758
1995;"ZG";"8";7,818435
1999;"ZG";"8";3,26809
2003;"ZG";"8";0
2007;"ZG";"8";0
2011;"ZG";"8";0,737497
1971;"ZH";"8";18,504694
1975;"ZH";"8";17,785107
1979;"ZH";"8";12,718804
1983;"ZH";"8";11,483155
1987;"ZH";"8";12,430363
1991;"ZH";"8";9,36347
1995;"ZH";"8";6,335665
1999;"ZH";"8";5,301397
2003;"ZH";"8";2,238418
2007;"ZH";"8";0,421216
2011;"ZH";"8";3,29774
